Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
Hot Shots! Part Deux,1993,PG-13,1993-05-21,86,"Action, Comedy",Jim Abrahams,"Jim Abrahams (characters), Pat Proft (characters), Jim Abrahams, Pat Proft","Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna","""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BZjU2ODlmZWMtODEwZS00NTQ0LTk1ZDYtYzk0ZjE3ZGZhMGM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",N/A,6.6,"75,291",tt0107144,movie,06 Aug 2002,N/A,Twentieth Century Fox Home Entertainment,N/A,True
Live Nude Girls,1995,R,1995-12-08,95,Comedy,Julianna Lavin,Julianna Lavin,"Dana Delany, Kim Cattrall, Cynthia Stevenson, Laila Robins","Georgina throws a sleepover party for her friend Jamie, a moderately successful actress, on the night of Jamie's fiancée's bachelor party. Jill, Jamie, Marcy, Rachel, and Georgina have been...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQxMzEwMTQxN15BMl5BanBnXkFtZTcwMjI2NjY0MQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.4/10'}",N/A,5.4,"1,571",tt0113674,movie,15 Jun 2004,N/A,Republic Pictures Home Video,N/A,True
The Englishman Who Went Up a Hill But Came Down a Mountain,1995,PG,1995-05-12,99,"Comedy, Drama",Christopher Monger,"Ifor David Monger (story), Christopher Monger","Hugh Grant, Tara Fitzgerald, Colm Meaney, Ian McNeice","When an English cartographer must tell a Welsh village that their mountain is only a hill, the offended community sets out to change that.",English,UK,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BODNhNTI3ZWQtYzg1My00OGJmLTk3MGYtMDM2MmJkNWExMzNiXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",N/A,6.6,"14,867",tt0112966,movie,03 Apr 2001,N/A,Miramax,http://www.miramax.com/movie/the-englishman-who-went-up-a-hill-and-came-down-a-mountain/,True
The House of the Spirits,1993,R,1994-04-01,140,"Drama, Romance",Bille August,"Isabel Allende (novel), Bille August","Meryl Streep, Jeremy Irons, Winona Ryder, Antonio Banderas","A rancher, his clairvoyant wife and their family face turbulent years in South America in this adaptation of Isabel Allende's best-seller.","English, Spanish","Portugal, Germany, Denmark, USA, France",12 wins.,https://m.media-amazon.com/images/M/MV5BOWRmNjFkOGQtNjk1MC00OWM0LWE3YjItNWIxNWM5MjYzZjcxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.9/10'}",N/A,6.9,"18,805",tt0107151,movie,19 Jun 2001,N/A,Live Home Video,N/A,True
House Party 3,1994,R,1994-01-12,100,"Comedy, Music, Romance",Eric Meza,"Reginald Hudlin (characters), David Toney (story), Takashi Bufford (story), Takashi Bufford (screenplay)","Christopher Reid, Christopher Martin, David Edwards, Angela Means","Come to a new House Party, where Kid, after a lifetime 'playing the field', falls in love and is about to get married. 'Play' plans to throw the rockin'est bachelor party ever - until '...",English,USA,N/A,https://ia.media-imdb.com/images/M/MV5BMTExMzk2MTc1NjleQTJeQWpwZ15BbWU3MDM3NDYwMDE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.2/10'}",N/A,4.2,"2,852",tt0110064,movie,08 Jan 2002,N/A,Sony Pictures Home Entertainment,N/A,True
The Hudsucker Proxy,1994,PG,1994-03-11,111,"Comedy, Drama, Fantasy","Joel Coen, Ethan Coen","Ethan Coen, Joel Coen, Sam Raimi","Tim Robbins, Jennifer Jason Leigh, Paul Newman, Charles Durning",A naive business graduate is installed as president of a manufacturing company as part of a stock scam.,"English, Finnish","UK, Germany, USA",2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMzNkYzI4ZTYtZjJlZC00ZTVjLTk2MDYtYWMwODA0NmFiYTIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",53,7.3,"70,622",tt0110074,movie,18 May 1999,N/A,Warner Home Video,N/A,True
I'll Do Anything,1994,PG-13,1994-02-04,115,"Comedy, Drama",James L. Brooks,James L. Brooks,"Nick Nolte, Whittni Wright, Albert Brooks, Julie Kavner","An aspiring actor has his life turned upside down when his ex wife dumps off their bossy, wild daughter into his custody.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BYmZlM2ZlNGQtYmNmYS00ZDkxLWJiMWEtMmViZmI2MGNkNDE1XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.6/10'}",N/A,5.6,"2,235",tt0110097,movie,18 Feb 2003,N/A,Sony Pictures Home Entertainment,N/A,True
In the Army Now,1994,PG,1994-08-12,91,"Comedy, War",Daniel Petrie Jr.,"Steve Zacharias (story), Jeff Buhai (story), Robbie Fox (story), Ken Kaufman (screenplay), Stu Krieger (screenplay), Daniel Petrie Jr. (screenplay), Fax Bahr (screenplay), Adam Small (screenplay)","Pauly Shore, Andy Dick, Lori Petty, David Alan Grier",Two misguided youths join the reserves to make some money for their entrepreneurial dreams. No sooner than they finish basic training are they called up to do their part to save the free world.,English,USA,N/A,https://ia.media-imdb.com/images/M/MV5BOWU5MDMzODQtMmM0ZS00MjU5LWExMzMtZjBlOTczY2NjNTMzXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '4.8/10'}",N/A,4.8,"11,022",tt0110123,movie,03 Feb 2004,N/A,Buena Vista,N/A,True
In the Line of Fire,1993,R,1993-07-09,128,"Action, Crime, Drama, Thriller",Wolfgang Petersen,Jeff Maguire,"Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott","Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.",English,USA,Nominated for 3 Oscars. Another 2 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMjdhYjRlMTgtNTMzOS00OTZlLWIxMjAtNjM4NGY0NGQxODM3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.2/10'}",74,7.2,"82,205",tt0107206,movie,29 Apr 1997,N/A,Sony Pictures Home Entertainment,N/A,True
In the Name of the Father,1993,R,1994-02-25,133,"Biography, Drama",Jim Sheridan,"Gerry Conlon (autobiographical book ""Proved Innocent""), Terry George (screenplay), Jim Sheridan (screenplay)","Alison Crosbie, Daniel Day-Lewis, Philip King, Emma Thompson",A man's coerced confession to an IRA bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,English,"Ireland, UK, USA",Nominated for 7 Oscars. Another 7 wins & 33 nominations.,https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",84,8.1,"135,568",tt0107207,movie,07 Jul 1998,N/A,Universal Pictures,N/A,True
The Inkwell,1994,R,1994-04-22,110,"Romance, Comedy, Drama",Matty Rich,"Trey Ellis, Paris Qualles","Larenz Tate, Joe Morton, Suzzanne Douglas, Glynn Turman","A shy, troubled young man who set his own house on fire and has an imaginary friend, is sent to a vineyard where he finds himself in the middle of his political-arguing, party-loving family and his love torn between two girls.",English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIzNjkyMzYwNV5BMl5BanBnXkFtZTcwMzEwNTYxMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",N/A,6.5,"1,170",tt0110137,movie,08 Apr 2003,N/A,Buena Vista,N/A,True
What's Love Got to Do with It,1993,R,1993-06-25,118,"Biography, Drama, Music",Brian Gibson,"Tina Turner (book), Kurt Loder (book), Kate Lanier (screenplay)","RaéVen Kelly, Virginia Capers, Dororthy Thorton, Demetrice Cheathon","The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner.",English,USA,Nominated for 2 Oscars. Another 3 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BYmQ1Yjk3N2UtODMwMy00MDVhLTkzNDctM2ZkODZmYzdhNjk3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.3/10'}",N/A,7.3,"15,052",tt0108551,movie,04 Jun 2002,N/A,Touchstone Pictures,N/A,True
Jimmy Hollywood,1994,R,1994-03-30,112,"Crime, Comedy, Drama",Barry Levinson,Barry Levinson,"Joe Pesci, Christian Slater, Victoria Abril, Jason Beghe","Jimmy Alto is an actor wannabe who stumbles into the role of a lifetime. He becomes a vigilante crime-fighter, aided by his sidekick William, who has suffered a head wound and has problems ...",English,USA,N/A,https://ia.media-imdb.com/images/M/MV5BMzMwNzNjZjctNWQwZS00YmM1LTgyMmMtZjI1YzFhNzBhMzY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.3/10'}",N/A,5.3,"2,739",tt0110197,movie,26 Oct 2004,N/A,Paramount Home Video,N/A,True
Judgment Night,1993,R,1993-10-15,110,"Action, Crime, Drama",Stephen Hopkins,"Lewis Colick (story), Jere Cunningham (story), Lewis Colick (screenplay)","Emilio Estevez, Cuba Gooding Jr., Denis Leary, Stephen Dorff","Four friends on their way to a boxing match get caught in heavy traffic, so they take a shortcut in order to get there faster, unfortunately it leads to them witnessing a murder which leaves them running for their lives.",English,"USA, Japan",N/A,https://m.media-amazon.com/images/M/MV5BMzJlNDQ1NjUtMmMzZS00NjcxLTg3YzQtYzllNmM3ZjE0OWJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",N/A,6.6,"13,459",tt0107286,movie,07 Apr 1998,N/A,Universal Pictures,N/A,True
Jurassic Park,1993,PG-13,1993-06-11,127,"Adventure, Sci-Fi, Thriller",Steven Spielberg,"Michael Crichton (novel), Michael Crichton (screenplay), David Koepp (screenplay)","Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough","During a preview tour, a theme park suffers a major power breakdown that allows its cloned dinosaur exhibits to run amok.","English, Spanish",USA,Won 3 Oscars. Another 32 wins & 25 nominations.,https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '8.1/10'}",68,8.1,"747,324",tt0107290,movie,10 Oct 2000,"$45,299,680",Universal City Studios,http://www.jurassicpark.com/maingate_flash.html,True
Kalifornia,1993,R,1993-09-03,117,"Crime, Drama, Thriller",Dominic Sena,"Stephen Levy (story), Tim Metcalfe (story), Tim Metcalfe (screenplay)","Brad Pitt, Kathy Larson, David Milford, David Duchovny","A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",English,USA,4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNDE2ODZhYzUtMTBhYi00ODgxLWJlNTAtODljN2Q2NDhjZmVhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",49,6.7,"46,415",tt0107302,movie,28 Oct 1997,N/A,PolyGram Video,N/A,True
Killing Zoe,1993,R,1994-09-01,96,"Crime, Thriller",Roger Avary,Roger Avary,"Eric Stoltz, Martin Raymond, Eric Pascal Chaltiel, Julie Delpy","Zed has only just arrived in the beautiful Paris and already he's up to no good. Having just slept with a call girl, he spends a night on the town with his dangerous friends. They all ...","English, French","France, USA",2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNzEzM2IxY2EtZjc0MS00ODYwLTgzMGEtMTNjY2EwYzViYmFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.5/10'}",N/A,6.5,"18,455",tt0110265,movie,15 Aug 2000,N/A,Live Entertainment,N/A,True
Lassie,1994,PG,1994-07-22,94,"Family, Adventure",Daniel Petrie,"Eric Knight (character of Lassie), Matthew Jacobs, Gary Ross, Elizabeth Anderson","Tom Guiry, Helen Slater, Jon Tenney, Brittany Boyd","Determined to start a new life in the country, the Turner Family - Dad, stepmom, little Jennifer and teenager Matt - leaves the city for the wilds of Virginia. The move creates problems for...",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMmU1ZmY2OGQtYTcyMy00NGNhLWI4NWEtMzcwYzkxNjVmNGI0XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.9/10'}",N/A,5.9,"4,458",tt0110305,movie,12 Mar 2002,N/A,Paramount Pictures,N/A,True
Last Action Hero,1993,PG-13,1993-06-18,130,"Action, Adventure, Comedy",John McTiernan,"Zak Penn (story), Adam Leff (story), Shane Black (screenplay), David Arnott (screenplay)","Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance","With the help of a magic ticket, a young film fan is transported into the fictional world of his favorite action film character.",English,USA,1 win & 16 nominations.,https://m.media-amazon.com/images/M/MV5BNjdhOGY1OTktYWJkZC00OGY5LWJhY2QtZmQzZDA2MzY5MmNmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.3/10'}",44,6.3,"119,969",tt0107362,movie,16 Sep 1997,N/A,Sony Pictures Home Entertainment,N/A,True
Life with Mikey,1993,PG,1993-06-04,91,"Comedy, Family",James Lapine,Marc Lawrence,"Michael J. Fox, Christina Vidal, Nathan Lane, Cyndi Lauper","Michael Chapman was once a child television star. But when he grew up, he couldn't get work. So he and his brother, Ed start their own talent agency that specializes in child acts. They ...",English,USA,2 wins & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYTgwMzQwZjMtNzA2MC00YTM5LWIyNDgtNWM4NjVkYWU2NzkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.5/10'}",N/A,5.5,"4,701",tt0107413,movie,08 Apr 2003,N/A,Buena Vista,N/A,True
Lightning Jack,1994,PG-13,1994-03-11,98,"Comedy, Western",Simon Wincer,Paul Hogan,"Paul Hogan, Cuba Gooding Jr., Beverly D'Angelo, Kamala Lopez","Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how ...",English,"USA, Australia",N/A,https://ia.media-imdb.com/images/M/MV5BODFhZGQyOTUtNGNlNS00NjJkLTk1OWQtODZkYmMzOGI2ZWIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.4/10'}",N/A,5.4,"5,678",tt0110353,movie,07 Aug 2001,N/A,HBO Video,N/A,True
M. Butterfly,1993,R,1993-10-01,101,"Drama, Romance",David Cronenberg,"David Henry Hwang (play), David Henry Hwang (screenplay)","Jeremy Irons, John Lone, Barbara Sukowa, Ian Richardson","In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BODhhMGEwOGEtNDJjMi00OWQ1LThlZjItNTk3Y2IzZThlNjdkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.8/10'}",43,6.8,"7,611",tt0107468,movie,N/A,N/A,N/A,N/A,True
Made in America,1993,PG-13,1993-05-28,111,Comedy,Richard Benjamin,"Marcia Brandwynne (story), Nadine Schiff (story), Holly Goldberg Sloan (story), Holly Goldberg Sloan (screenplay)","Whoopi Goldberg, Ted Danson, Will Smith, Nia Long","A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white.",English,"USA, France",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYjhmYzdlMmQtOWVlOC00NDI0LWFiN2YtMGE0ZTc1ZDJhOGMzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '5.0/10'}",N/A,5.0,"14,315",tt0107478,movie,06 Oct 1998,N/A,Phase 4 Films,N/A,True
Malice,1993,R,1993-10-01,107,"Crime, Mystery, Thriller",Harold Becker,"Aaron Sorkin (story), Jonas McCord (story), Aaron Sorkin (screenplay), Scott Frank (screenplay)","Alec Baldwin, Nicole Kidman, Bill Pullman, Bebe Neuwirth","A tale about a happily married couple who would like to have children. Tracy teaches art, Andy's a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.","English, French","Canada, USA",2 wins.,https://m.media-amazon.com/images/M/MV5BYTA4NWFkOGItN2Q2NS00MDdlLTliMDYtZWEwNmU1MmVkMzQ4XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",N/A,6.4,"20,227",tt0107497,movie,22 Dec 1998,N/A,Sony Pictures Home Entertainment,N/A,True
The Man Without a Face,1993,PG-13,1993-08-25,115,Drama,Mel Gibson,"Isabelle Holland (novel), Malcolm MacRury (screenplay)","Mel Gibson, Nick Stahl, Margaret Whitton, Fay Masterson",Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher.,English,USA,3 nominations.,https://ia.media-imdb.com/images/M/MV5BMGYyNzA0MTctNWQ4My00YTA5LTkxZmItYWQwYzcwNzU1YTdiXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.7/10'}",62,6.7,"24,971",tt0107501,movie,24 Feb 2004,N/A,Warner Home Video,N/A,True
Manhattan Murder Mystery,1993,PG,1993-08-18,104,"Comedy, Mystery",Woody Allen,"Woody Allen, Marshall Brickman","Woody Allen, Diane Keaton, Jerry Adler, Lynn Cohen",A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,English,USA,Nominated for 1 Golden Globe. Another 3 nominations.,https://m.media-amazon.com/images/M/MV5BMWM5MGZiZDAtMWE0Ny00MjY3LWJlOWItNjY4MmI4NDAyM2NhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",N/A,7.4,"32,629",tt0107507,movie,15 Dec 1998,N/A,TriStar Pictures,N/A,True
Menace II Society,1993,R,1993-05-26,97,"Crime, Drama, Thriller","Albert Hughes, Allen Hughes","Allen Hughes (story), Albert Hughes (story), Tyger Williams (story), Tyger Williams (screenplay)","Tyrin Turner, Larenz Tate, June Kyoto Lu, Toshi Toda",A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,English,USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNTFlMDg2MGEtODk2My00MGNhLThkMDAtY2Y5OWNlM2FkNjQ1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.5/10'}",76,7.5,"45,111",tt0107554,movie,03 Jul 2001,N/A,Warner Bros.,N/A,True
Executive Decision,1996,R,1996-03-15,133,"Action, Adventure, Thriller",Stuart Baird,"Jim Thomas, John Thomas","Kurt Russell, Steven Seagal, Halle Berry, John Leguizamo","When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjZkMDgxYjUtOTUxMi00MWE4LTkxOGEtZGIyZjMwNGJiYjFjL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.4/10'}",62,6.4,"45,180",tt0116253,movie,30 Jul 1997,N/A,Warner Home Video,N/A,True
In the Realm of the Senses,1976,NC-17,1977-04-01,109,"Biography, Drama, Horror",Nagisa Ôshima,Nagisa Ôshima,"Tatsuya Fuji, Eiko Matsuda, Aoi Nakajima, Yasuko Matsui","A passionate telling of the story of Sada Abe, a woman whose affair with her master led to a sexual obsession which then came to a violent end.",Japanese,"Japan, France",4 wins.,https://m.media-amazon.com/images/M/MV5BYWZmOWU0ZTktYTRjOC00ZmMwLTk5ZTQtNDM0Y2VhOWM4M2NjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '6.6/10'}",N/A,6.6,"15,556",tt0074102,movie,25 Apr 2000,N/A,Surrogate,N/A,True
What Happened Was...,1994,R,1994-09-09,91,"Comedy, Drama, Romance",Tom Noonan,"Tom Noonan (play), Tom Noonan (screenplay)","Karen Sillas, Tom Noonan","This darkly humorous film explores the personal psychic landscape of two lonely New Yorkers. Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner ...",English,USA,3 wins & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMTY0NTY5OF5BMl5BanBnXkFtZTcwOTIzODEzMQ@@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.0/10'}",N/A,7.0,"1,062",tt0111689,movie,26 Mar 1996,N/A,Hallmark Entertainment,N/A,True
Much Ado About Nothing,1993,PG-13,1993-07-02,111,"Comedy, Drama, Romance",Kenneth Branagh,"William Shakespeare (play), Kenneth Branagh (adaptation)","Richard Briers, Kate Beckinsale, Imelda Staunton, Jimmy Yuill","Young lovers Hero and Claudio, soon to wed, conspire to get verbal sparring partners and confirmed singles Benedick and Beatrice to wed as well.",English,"UK, USA",Nominated for 1 Golden Globe. Another 5 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BY2Q3YTU4OTgtZTc0My00YmY1LWJmOTQtMmMwNGE2ZjBmNmIxXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"{'Source': 'Internet Movie Database', 'Value': '7.4/10'}",N/A,7.4,"40,992",tt0107616,movie,01 Jan 1998,N/A,Screenvision,http://www.GlobeOnScreen.com,True
